,title,price,location,description,link,Kilométrage,Couleur du véhicule,Etat du véhicule,Année,Cylindrée,Boite,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant
43,MERCEDES E200 Restylé ,42000.0,Ariana,"A vendre MERCEDES E200 Restylé Kompressor Avantgarde BVA , Essence,Mercedes Limousine Lifting de 2007. voiture familiale bien entretenue . La voiture est toujours dans le garage (sans rouille) non-fumeur. Toutes les réparations qui étaient dues ont toujours été effectuées en temps opportun. La liste serait trop longue pour tout écrire ici. Tout sur la voiture fonctionne et donc aucun retard de réparation. La Benz roule très confortablement. Année/ Model : 2007 KM. : 249,000 ""Certifié"" ☎️ Afficher ☎️ Afficher 💥 OPTIONS 💥 Keyless Go Buton Start/ Stop Phare Xénon/ Led Rideaux latérale et AR Rétroviseur Rabattables Boîte Automatique Séquentielle Salon vrai cuir Boîte de vitesses robotisée Capteur de lumière Capteur de pluie Carnet d'entretien Climatisation automatique Contrôle automatique de la pression des pneus Tableau en bois noble Jantes alliage 2 Clées doubles Kit de réparation d'urgence des pneus Kit mains libres Lecteur CD Ordinateur de bord Pack Chrome Phare antibrouillard Phares bi-xénon Réglage électrique des sièges Régulateur de vitesse Rétroviseur extérieur électrique Rétroviseur intérieur anti-éblouissement automatique Sièges chauffants Système de limitation de la vitesse Système de sonorisation Tuner/radio Véhicule non-fumeur 4 Vitres électriques Volant en cuir Volant multifonction",https://www.tayara.tn/item/6420077c40a1c5493b82ebe6/,249000.0,Noir,Nouveau,2007,2.0L,Automatique,Mercedes-Benz,Classe E,12.0,Berline,Essence
44,MERCEDES GLK 220cdi,55000.0,Ariana,"A vendre Mercedes Classe GLK 220 CDI BlueEFFICIENCY 4Matic SUV ,Boîte Auto, Diesel 10cv, Voiture de prestige très spacieuse,en très bon état général entretien a jour, ANNÉE. : 2O1O KM. : 174,OOO ☎️ Afficher ☎️ Afficher 🚩 OPTIONS 🚩 Climatronique Bi-zone Boite Auto Séquentielle Bleutooth Radar de recul AV et AR. Salon cuir noir Siege Électriques X2 Pack Chrome 4 Vitres électriques Jantes alliage Volant multifonction Baguettes de toit Antibrouillard détecteurs de lumière et pluie Régulateur limiteur de vitesse Radio Audio avec grand écran",https://www.tayara.tn/item/642004b3f87420510e57136f/,174000.0,Blanc,Nouveau,2010,2.0L,Automatique,Mercedes-Benz,Classe GLK,10.0,Berline,Diesel
45,RENAULT CAPTUR 2015,38000.0,Ariana,"A vendre RENAULT CAPTUR Version Energy Éco 2 TCe 90ch Essence 5cv Stop&Start ,voiture 2ème Main etat comme neuf Couleur Marron et Beige , très bien entretenu, Année : 2015 KM. : 121,000 PRIX. : 39,OOO ☎️ Afficher ☎️ Afficher ☎️ ❌ Options ❌ Écran tactile keyless Go Bluetooth Caméra de recul Climatisation Essuie glaces automatiques GPS Jantes alliage Limiteur de vitesse Peinture métallisée Phares automatiques Feu du jour LED Prise audio USB Radars AR Régulateur Rétroviseurs rabattables électriquement Rétroviseurs à réglages électriques",https://www.tayara.tn/item/6420038ef87420510e57135f/,121000.0,Marron,Nouveau,2015,1.4L,Manuelle,Renault,Capture,6.0,Monospace,Essence
46,Volswagen Caddy TDI première main ,29.0,Nabeul,je met à vendre ma voiture Volswagen Caddy TDI état d’origine première main tout option toit ouvrant porte latérale coulissante vitres électriques… voiture neuf ,https://www.tayara.tn/item/642002e640a1c5493b82eb98/,256.0,Blanc,Nouveau,2015,1.6L,Manuelle,Volkswagen,Caddy,5.0,Berline,Diesel
47,Opel corsa 2016 état d’origine ,28500.0,Nabeul,je met à vendre ma voiture Opel corsa première main état d’origine peinture d’origine tout option ,https://www.tayara.tn/item/642001dcf87420510e57134b/,180.0,Blanc,Nouveau,2016,1.2L,Manuelle,Opel,Corsa,5.0,Berline,Essence
48,MERCEDES CLA PACK NIGHT ,75000.0,Ariana,"A vendre 🇩🇪MERCEDES CLA 180🇩🇪Pack Night , Model 2015 , Essence 7cv , Boîte 6 vitesse,voiture 2ème Main ,en très bon état , entretien rigoureux a jour chez un spécialiste Mercedes, Modèl : 2015 KM. : 157,000 ☎️ Afficher☎️ 💥 Équipements & options 💥 Salon cuir marron Jantes alu Rétroviseurs électriques Ordinateur de bord Accoudoir central avant Banquette rabattable Caméra de recul Fermeture électrique Fermeture électrique automatique Prise audio USB Prises audio auxiliaires Régulateur de vitesse Régulateur limiteur de vitesse Système audio MP3 Vitres électriques Volant cuir Volant multifonctions Sécurité Antipatinage Aide au démarrage en côte Contrôle de pression des pneus Essuie-glaces automatiques Feux automatiques Kit téléphone main libre bluetooth Ecran multifonction couleur Répétiteurs de clignotant dans rétro ext Système Start & Stop Température extérieure Voir moins",https://www.tayara.tn/item/64200161f87420510e571341/,165000.0,Noir,Nouveau,2015,1.6L,Manuelle,Mercedes-Benz,Classe CLA,7.0,Berline,Essence
49,A vendre,23250.0,Sidi Bouzid,A vendre propre et belle voiture,https://www.tayara.tn/item/6420009b40a1c5493b82eb75/,112000.0,Gris,Nouveau,2018,1.2L,Manuelle,Citroen,C-Elysee,5.0,Berline,Essence
50,Seat arona neuve 17 mklm ,73500.0,Bizerte,voiture neuve comme dans l'emballage encore sous garantie constructeur 1 seul védange faite dans la maison ennakl avec facture  Afficher,https://www.tayara.tn/item/6420006040a1c5493b82eb71/,17.0,Noir,Nouveau,2022,1.6L,Manuelle,Seat,Arosa,6.0,Compacte,Essence
51,Volswagen Caddy TDI première main ,0.0,Nabeul,je met à vendre ma voiture Volswagen Caddy TDI état d’origine tout option…voiture neuf zéro défaut ,https://www.tayara.tn/item/64200008f87420510e57132a/,230.0,Blanc,Nouveau,2014,1.6L,Manuelle,Volkswagen,Caddy,5.0,Berline,Diesel
52,208 neuve 30 mklm ,38.0,Bizerte,voiture neuve comme dans l'emballage encore sous garantie constructeur  Afficher,https://www.tayara.tn/item/641fff3ef87420510e57131d/,30.0,Gris,Nouveau,2021,1.2L,Manuelle,Peugeot,208,4.0,Compacte,Essence
53,kia rio ,38000.0,Ariana,à vendre une belle voiture kia rio en bonne état climatisée faible consommation bleutooth commode au volant 4 vitres électriques visible à ennasr ,https://www.tayara.tn/item/641fface40a1c5493b82eb34/,122000.0,Gris,Avec kilométrage,2018,1.2L,Manuelle,Kia,Rio,5.0,Autres,Essence
54,voiture commerciale,20000.0,Médenine,نلوج على كرهبة كمرسيال متع خدمة و ما تفوتش 20 ألف دينار ,https://www.tayara.tn/item/641fc1f5f87420510e5711ae/,180000.0,Autre,Nouveau,2000,1.6L,Manuelle,Citroen,Berlingo,7.0,Autres,Diesel
55,Tata xénon ,0.0,Nabeul,tata xénon Voiture neuf à l'état d'origine toute option peinture d'origine Tous les vitres d'origine. Rétroviseurs électriques Fermeture centralisée à distance d'origine Direction assistée Climatiseur en marche antibrouillard ABS Intérieur d'origine  Afficher,https://www.tayara.tn/item/641fa8f6f87420510e571109/,105.0,Blanc,Nouveau,2017,2.2L,Manuelle,Autres,Autres,7.0,Compacte,Diesel
56,Golf 7 TSi Allstar,68500.0,Monastir,voiture neuve ........ pour infos Afficher,https://www.tayara.tn/item/641f958440a1c5493b82e8cc/,95.0,Blanc,Nouveau,2018,1.2L,Manuelle,Volkswagen,Gol,5.0,Compacte,Essence
57,Av Golf 7 ,45000.0,Tunis,Médecin dentiste vend sa voiture golf 7 1.2 TSI première main toutes options sauf toit. état impeccable ,https://www.tayara.tn/item/641f83a5f87420510e570f6a/,200000.0,Noir,Avec kilométrage,2013,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
58,voiture opel Astra,0.0,Sfax,voiture en très bonne état ,https://www.tayara.tn/item/641f738e40a1c5493b82e68a/,200000.0,Noir,Avec kilométrage,2004,>4.0L,Manuelle,Opel,Astra,5.0,Autres,Essence
59,Voiture issuzu Dmax,48000.0,Gafsa,Voiture issuzu Dmax a vendre ,https://www.tayara.tn/item/641f6f6b40a1c5493b82e638/,280000.0,Argent,Avec kilométrage,2013,>4.0L,Manuelle,Autres,Autres,10.0,Autres,Diesel
60,Opel vectra,12.0,Ariana,Voiture familiale en bon état ,https://www.tayara.tn/item/641f69b240a1c5493b82e5be/,400.0,Rouge,Avec kilométrage,1996,2.2L,Manuelle,Opel,Vectra,7.0,Compacte,Essence
61,Citroën AX,7000.0,Bizerte,Voiture de femme moteur 205 junior. Nthifa barcha avec renouvellement intérieur. Bon état de carrosserie et mécanisation.,https://www.tayara.tn/item/641f699240a1c5493b82e5b9/,1.0,Bleu,Avec kilométrage,1995,1.2L,Manuelle,Citroen,AX,4.0,Compacte,Essence
62,C3 Neuf 1ère main ,1234.0,Sfax,voiture C3 Neuf 1ère main toute options Quatre cylindre avec moteur impeccable peinture et viter toute d'origine quater pneus neuf comande de volant climatiseur vite électrique retrouver électrique . TEL : Afficher,https://www.tayara.tn/item/641f651b40a1c5493b82e530/,162.0,Gris,Nouveau,2012,1.4L,Manuelle,Citroen,C3,5.0,Berline,Essence
63,Voiture BMW à vendre,8000.0,Ben Arous,Voiture BMW E30 en très bon état / 8 ch Tel: Afficher,https://www.tayara.tn/item/641f6497f87420510e570cfd/,170.0,Doré,Avec kilométrage,1985,2.1L,Manuelle,BMW,Serie 3,8.0,Autres,Essence
64,GOLF 6 STYLE TDI Bande Rouge toutes Options,41500.0,Béja,"A Vendre VOLKSWAGEN GOLF 6 STYLE TDI Prix : 41 500 DT Bluemotion importée d'Allemagne toutes Options sauf Toit Voiture très propre état impeccable et d' Origine zéro dépenses. TEL : Afficher.. Kilométrage réel avec carnet d'entretient série : 170 Kilométrage : 235 km Couleur du véhicule Blanc Boite Manuelle Année : 2011 Cylindrée : 1.6L Puissance fiscale : 5cv Carburant : Diesel Antibrouillards Détecteur de luminosité Détecteur de pluie Fermeture centralisée Feux à LED Jantes en alliage Lave Phares Peinture métallisée Phares au xénon Radar de recul Rétroviseurs électriques Rétroviseurs rabattables Vitres teintées Accoudoir avant Accoudoir arrière Autoradio Autoradio CD Autoradio CD/Mp3 Bluetooth Climatronic Connectivité Aux, usb, iPod Direction assistée Ordinateur de bord Régulateur de vitesse Sièges réglables en hauteur 4 Vitres électriques Vitres teintées Volant/levier de vitesse en cuir Volant multi-fonctions 3 appuis têtes arrières Volant réglable hauteur/profondeur ABS Airbags frontaux Airbags latéraux Anti-patinage Contrôle de pression des pneus Fixations ISOFIX Radiateur tropicalisé TEL : Afficher..",https://www.tayara.tn/item/641f62f540a1c5493b82e502/,235.0,Blanc,Avec kilométrage,2011,1.6L,Manuelle,Volkswagen,Golf 6,5.0,Compacte,Diesel
65,A vendre Ford Fiesta titanium ,26500.0,Nabeul,Voiture en très bon état ,https://www.tayara.tn/item/641f5dbbf87420510e570c6a/,202000.0,Bleu,Avec kilométrage,2012,1.2L,Manuelle,Ford,Fiesta,5.0,Berline,Essence
66,Kia sportage ,135000.0,Kairouan,Voiture importée de l'Allemagne Tu 232,https://www.tayara.tn/item/63c838252109087dfe774b13/,19000.0,Gris,Nouveau,2021,1.6L,Automatique,Kia,Sportage,7.0,Compacte,Essence
67,BMW 520i,160000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63c1c1832109087dfe761867/,100000.0,Noir,Nouveau,2018,2.0L,Automatique,BMW,Serie 5,10.0,Berline,Essence
68,Kia Rio ,39500.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63cad8cf505da783c4933c6f/,75000.0,Gris,Nouveau,2018,1.2L,Manuelle,Kia,Rio,5.0,Berline,Essence
69,Mercedes Benz C180,122000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/637918aba18fb2e762c3b1b2/,130000.0,Noir,Nouveau,2018,1.6L,Automatique,Mercedes-Benz,Classe C,8.0,Berline,Essence
70,Vw polo sedan ,39500.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/6396352c25c79fc72bdf4851/,100000.0,Noir,Nouveau,2019,1.4L,Manuelle,Volkswagen,Polo,5.0,Berline,Essence
71,Suzuki Vitara,63000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63bafda3a5f9daa1f17519d7/,84000.0,Gris,Nouveau,2018,1.2L,Automatique,Suzuki,Vitara,6.0,Compacte,Essence
72,Kia picanto GT-LINE ,41000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/64158e7140a1c5493b81e18b/,70000.0,Noir,Nouveau,2019,1.2L,Automatique,Kia,Picanto,5.0,Compacte,Essence
73,Vw Golf comfortline ,72000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63f1206430c4f61e51346412/,100000.0,Blanc,Nouveau,2020,1.2L,Automatique,Volkswagen,Golf 7,6.0,Compacte,Essence
74,Fiat Gpunto,32000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63f7ac74319d5b121dd0c609/,70000.0,Blanc,Nouveau,2019,1.2L,Manuelle,Fiat,Grande Punto,4.0,Compacte,Essence
75,Fiat Panda ,33000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63f7abf4319d5b121dd0c5ec/,60000.0,Gris,Nouveau,2019,1.2L,Manuelle,Fiat,Panda,4.0,Compacte,Essence
76,Mercedes Benz E200,140000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63c838a62109087dfe774b2b/,95000.0,Noir,Nouveau,2018,1.8L,Automatique,Mercedes-Benz,Classe E,9.0,Berline,Essence
77,Seat ibiza ,38500.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63cad81b505da783c4933c48/,110000.0,Blanc,Nouveau,2018,<1.0L,Manuelle,Seat,Ibiza,4.0,Compacte,Essence
78,Mercedes Benz C180 coupée,76000.0,Kairouan,Voiture importée de l'Allemagne Tu 170,https://www.tayara.tn/item/63d3ad711b3fed8fd49b1de1/,160000.0,Blanc,Nouveau,2013,1.6L,Automatique,Mercedes-Benz,Classe C,9.0,Compacte,Essence
79,Citroën C-Elysée,31000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/6400e28d07b6d5262f842644/,100000.0,Gris,Nouveau,2019,1.2L,Manuelle,Citroen,C-Elysée,5.0,Berline,Essence
80,Vw Tiguan ,120000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63f7ab8f319d5b121dd0c5d6/,40000.0,Noir,Nouveau,2020,1.2L,Automatique,Volkswagen,Tiguan,6.0,Compacte,Essence
81,JEEP RENEGADE ,80000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/63654d81a18fb2e762c1f844/,120000.0,Noir,Nouveau,2018,1.4L,Automatique,Jeep,Compass,8.0,4 x 4,Essence
82,Audi A3 S-line,125000.0,Kairouan,Voiture importée de l'Allemagne Tu 231,https://www.tayara.tn/item/638e2cfcdf4ab20a2d7e31de/,40000.0,Blanc,Nouveau,2018,<1.0L,Automatique,Audi,A3,6.0,Compacte,Essence
83,Mercedes Benz C180 ,260000.0,Kairouan,Voiture importée de l'Allemagne Tu 234,https://www.tayara.tn/item/63c1c2942109087dfe7618b1/,11000.0,Beige,Nouveau,2022,1.5L,Automatique,Mercedes-Benz,Classe C,9.0,Berline,Essence
84,Mercedes Benz C200,260000.0,Kairouan,Voiture importée de l'Allemagne ,https://www.tayara.tn/item/63dd44718546294dc7b87cdc/,10000.0,Blanc,Nouveau,2022,1.5L,Automatique,Mercedes-Benz,Classe C,12.0,Berline,Essence
85,Polo 8 energie ,43000.0,Kairouan,Voiture 1er main ,https://www.tayara.tn/item/64158dcc40a1c5493b81e15c/,110000.0,Blanc,Nouveau,2018,<1.0L,Manuelle,Volkswagen,Polo,4.0,Compacte,Essence
86,Voiture Seat leon,1000.0,Sousse,"Les caractéristiques de la voiture sont: —> année 2014 —> KM: 144 —> carburant: essence —> puissance fiscale: 5 cheveaux —> moteur 1.4L —> toute option et tout en marche a 100% —> tous les papiers sont actuels —> les 4 roux neufs —> équipè de : camera de recule, camera 360 degré et vision nocturne —> poste endroid —> clim glass —> 4 vitres électrique —> voiture très propres Tel: Afficher",https://www.tayara.tn/item/641f5a2440a1c5493b82e443/,144.0,Blanc,Avec kilométrage,2014,1.4L,Manuelle,Seat,Leon,5.0,Compacte,Essence
87,Golf 6 tdi tél 24506170,0.0,Kairouan,A vendre belle voiture golf 6 TDI dièsel modèle 2012 5cv BLEUMOTION faible consommation tt les options en marche 📍 Volant assisté 📍 Climatiseur en marche 📍4 vitre électrique 📍10 Airbag 📍 Fermeture centrale 📍 Feux position 📍 Jantes aluminium 📍Poste CD MP3.... Aux ....bleutouth 📍Anti brouillard 📍Sallon beige très Propre 📍4 pneus neuf 📍 Double clés 📍ABS 📍ESP Tt les papiers en règle Pour plus d'informations appellez Num Afficher,https://www.tayara.tn/item/641f51cb40a1c5493b82e3aa/,210654.0,Noir,Nouveau,2012,1.6L,Manuelle,Volkswagen,Golf,5.0,Autres,Diesel
88,Av Nissan micra 1er main,0.0,Ariana,voiture bien entretenu etat neuf,https://www.tayara.tn/item/641f506b40a1c5493b82e38d/,140000.0,Noir,Nouveau,2018,1.2L,Manuelle,Nissan,Micra,5.0,Autres,Essence
89,AV Chery QQ 1er main,24500.0,Sfax,voiture bien entretenu 1er main état neuf avec carnet entretien ,https://www.tayara.tn/item/641f4e8140a1c5493b82e36e/,14000.0,Rouge,Nouveau,2021,<1.0L,Manuelle,Chery,QQ6,4.0,Autres,Essence
90,MAHINDRA KUV 100 K8 TRÈS PEU UTILISÉ ,0.0,Sousse,"❌Disponibilité à Sousse, Sahloul ❌ Je mets en vente ma voiture Mahindra KUV 100 k8 PRESQUE NEUVE ✅ Kilometrage : 35000 km avec carnet entretien chez maison mère ✅Mise en circulation : 07/2018 ✅Motorisation 5cv 1.2 L essence ✅puissance 82 Chdin liste des options : ✅ Bluetooth / USB / AUX ✅ feux à Led ✅Radar de recul arrière ✅Jante alu ✅Démarrage main libre ✅Fermeture/ouverture sans clés ✅4 vitres électriques ",https://www.tayara.tn/item/641f446af87420510e570ab1/,35000.0,Autre,Nouveau,2019,1.2L,Manuelle,Mahindra,Hover,5.0,Compacte,Essence
91,Mazda 2,1.0,Tunis,"Description Je met en vente ma voiture MAZDA 2 sedan - 1.5 L SKYACTIV, 4 cylindres , 16 soupapes, 107 Ch DIN 6 CV fisc. Très bon état 1 ère main. Faible kilométrage ( 74 000 KLM) Entretien chaque 6 mois à jour chez concessionnaire ( justificatifs à l'appui) 4 pneus d'origine récemment changés Batterie remplacée il ya 6 mois 4 bougies d'allumage d'origine récemment changées Visite technique valable Novembre 2023 Vignettes 2023 payée Options: - Démarrage avec bouton « START - 6 Haut- parleurs - Caméra de recul - Allumage automatique des feux - Détecteur de pluie - Climatisation automatique - Vitres électriques avant et arrière - Radar de recul - Radio AM/FM et lecteur CD / MP -Ecran tactile en couleur 7 pouces avec molette de commande - Ordinateur de bord - Poignée de levier de frein à main & levier de vitesse recouverte de cuir -Prise 12 V -2 ports USB -Sièges arrière rabattables 60/40 - Régulateur de vitesse - Volant multifonction gainé de cuir - Volant réglable en hauteur et en profondeur ",https://www.tayara.tn/item/641f421940a1c5493b82e2a0/,74000.0,Noir,Avec kilométrage,2017,1.6L,Manuelle,Mazda,2,6.0,Berline,Essence
92,À vendre Peugeot 207,21500.0,Tunis,Une belle voiture Peugeot 207 très propre,https://www.tayara.tn/item/641f411c40a1c5493b82e28f/,206.0,Rouge,Avec kilométrage,2010,1.4L,Manuelle,Peugeot,207,6.0,Compacte,Essence
93,Peugeot 208 pure tech ,0.0,Bizerte,Peugeot 208 pure tech Tél: Afficher Voiture bien entretenue avec carrosserie parfaite et intérieur intacte ,https://www.tayara.tn/item/641f3fb2f87420510e570a55/,86000.0,Blanc,Avec kilométrage,2019,1.2L,Manuelle,Peugeot,208,5.0,Berline,Essence
94,Citrôen C Élysée ,0.0,Bizerte,Citrôen C Élysée tt option Tel: Afficher Voiture jamais accidenté tous les vitres sont d'origine et tout en marche ,https://www.tayara.tn/item/641f3c3ff87420510e570a26/,150000.0,Gris,Avec kilométrage,2017,1.2L,Manuelle,Citroen,C-Elysée,5.0,Berline,Essence
95,Kia cerato ,28000.0,Sousse,"Je mets en vente ma voiture en très bonne état Boite automatique Toit panoramique Vitre électrique Climatisation / chauffage Ouverture centrale 4 roues récemment changés Peinture d’origine Pour plus d’info, merci de me contacter par tel: Afficher",https://www.tayara.tn/item/641f387bf87420510e5709f4/,150000.0,Noir,Avec kilométrage,2010,1.9L,Automatique,Kia,Cerato,7.0,Autres,Essence
96,DACIA LOGAN MCV ,30500.0,Ariana,"DACIA LOGAN MCV excellente voiture familiale 1er main, année 2016 Moteur symbol 5cv 150000 Km Toutes les vitres origine Papier en règle, zéro dépense Visible La sokra Ariana Prix que par tél Afficher ",https://www.tayara.tn/item/641f2df040a1c5493b82e1c0/,150000.0,Bleu,Nouveau,2016,1.4L,Manuelle,Dacia,Logan,5.0,Berline,Essence
97,bmw 328i x drive phase 2,47000.0,Tunis,très puissante voiture propre bva avec toit ouvrant ,https://www.tayara.tn/item/641f2c12f87420510e57096f/,165000.0,Bleu,Avec kilométrage,2011,3.0L,Automatique,BMW,Serie 3,14.0,Berline,Essence
98,Renault R 11 diesel 1.6cc,7.5,Sfax,je met en vente ma voiture renault R 11 en exellente etat .papier en regle ,https://www.tayara.tn/item/641f28ab40a1c5493b82e167/,433500.0,Blanc,Avec kilométrage,1984,1.6L,Manuelle,Renault,R11,6.0,Autres,Diesel
